enzymes	genes	shortNames	MWs	subSystems	Std	HiT	LpH
Q6C551	YALI0E20977g	YALI0_E20977g	55.92703	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis	0.000831432999879994	0.000963019868347034	0.00102967256412749
Q6C564	YALI0E20691g	YALI0_E20691g	60.21004	Carbon metabolism // Fructose and mannose metabolism // Glycerolipid metabolism	NaN	9.06920767942477e-06	NaN
Q6C579	YALI0E20361g	YALI0_E20361g	46.4995	Arginine and proline metabolism // Cysteine and methionine metabolism	NaN	NaN	NaN
Q6C584	YALI0E20207g	YALI0_E20207g	50.74117	Amino sugar and nucleotide sugar metabolism	NaN	NaN	NaN
Q6C586	YALI0E20163g	YALI0_E20163g	44.47713	Amino sugar and nucleotide sugar metabolism	NaN	NaN	NaN
Q6C5B6	YALI0E19448g	YALI0_E19448g	24.32324	 	NaN	NaN	NaN
Q6C5D5	YALI0E18964g	YALI0_E18964g	30.43029	  //  	0.000453114020928425	0.000369068673372396	0.000361484957273352
Q6C5D6	YALI0E18942g	YALI0_E18942g	65.70396	N-Glycan biosynthesis	NaN	NaN	NaN
Q6C5D8	YALI0E18898g	YALI0_E18898g	208.87598	Glycerophospholipid metabolism	NaN	NaN	NaN
Q6C5F0	YALI0E18634g	YALI0_E18634g	69.25871	Carbon metabolism // Pyruvate metabolism // Carbon metabolism // Pyruvate metabolism	NaN	4.4994314231072e-05	0.000117692159314683
Q6C5G1	YALI0E18348g	YALI0_E18348g	34.2567	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions //   // Glycerolipid metabolism	NaN	NaN	NaN
Q6C5G4	YALI0E18282g	YALI0_E18282g	37.45446	 	NaN	1.09183706981383e-05	NaN
Q6C5G6	YALI0E18238g	YALI0_E18238g	54.81297	Alanine, aspartate and glutamate metabolism // Butanoate metabolism // Propanoate metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism	0.00053968791663528	0.000470286624948033	0.000656255441976314
Q6C5H4	YALI0E18029g	GLR1	51.30174	Glutathione metabolism // Glutathione metabolism // Glutathione metabolism // Selenocompound metabolism	0.000732095144556954	0.000725441532304593	0.000286472635197475
Q6C5H6	YALI0E17985g	YALI0_E17985g	73.48755	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	0.000453164449270713	0.000321036002223955	0.000321331896834832
Q6C5H7	YALI0E17963g	YALI0_E17963g	43.54837	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	NaN	NaN	NaN
Q6C5H9	YALI0E17919g	YALI0_E17919g	58.71481	Aminoacyl-tRNA biosynthesis // Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	NaN	NaN	NaN
Q6C5J2	YALI0E17633g	YALI0_E17633g	50.00328	Fructose and mannose metabolism	NaN	5.20002890272043e-05	NaN
Q6C5J7	YALI0E17479g	YALI0_E17479g	29.18199	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	NaN	NaN	0.000165480603282109
Q6C5K1	YALI0E17391g	PBN1	59.00955	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	NaN	NaN	NaN
Q6C5K3	YALI0E17347g	YALI0_E17347g	40.66984	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	NaN	1.04074704455426e-05	2.06103121461858e-05
Q6C5L8	YALI0E16929g	YALI0_E16929g	48.8229	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Fatty acid degradation	0.000539702348341697	0.000392662110511456	0.000296692975859726
Q6C5L9	YALI0E16907g	YALI0_E16907g	64.75152	Glycerophospholipid metabolism // Glycerophospholipid metabolism	NaN	NaN	NaN
Q6C5M4	YALI0E16797g	YALI0_E16797g	72.58823	Glycerolipid metabolism // Glycerolipid metabolism // Glycerolipid metabolism // Glycerolipid metabolism	5.83670076098221e-05	3.94554457289322e-05	4.19803859877927e-05
Q6C5N1	YALI0E16643g	YALI0_E16643g	40.88486	Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // Peroxisome // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	0.000116034406958776	0.00033459627817493	0.000263038207215934
Q6C5P4	YALI0E16368g	YALI0_E16368g	112.66054	Sulfur metabolism	0.000838415890776851	0.000980955547748393	0.000878461970181174
Q6C5P5	YALI0E16346g	YALI0_E16346g	51.69645	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate	0.00136114327805226	0.00104879785605254	0.00172796870687254
Q6C5Q2	YALI0E16192g	YALI0_E16192g	13.84049	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	NaN	NaN	NaN
Q6C5Q6	YALI0E16060g	YALI0_E16060g	69.55754	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	NaN	NaN	7.98471080797201e-05
Q6C5R4	YALI0E15840g	YALI0_E15840g	40.42357	Carbon metabolism // Glyoxylate and dicarboxylate metabolism	NaN	NaN	NaN
Q6C5R5	YALI0E15818g	YALI0_E15818g	53.15508	Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism	0.000696502961647586	0.000940417295009137	0.000737532371061093
Q6C5R8	YALI0E15730g	YALI0_E15730g	53.22618	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Sesquiterpenoid and triterpenoid biosynthesis // Steroid biosynthesis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Sesquiterpenoid and triterpenoid biosynthesis // Steroid biosynthesis	NaN	NaN	NaN
Q6C5R9	YALI0E15708g	YALI0_E15708g	61.48469	Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism	0.00281337359747266	0.00148016607115708	0.00109214803569664
Q6C5S9	YALI0E15488g	YALI0_E15488g	52.4841	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Galactose metabolism // Gluconeogenesis // Glycolysis // Starch and sucrose metabolism // Amino sugar and nucleotide sugar metabolism	0.000133815953016405	0.000301743560918767	0.000273056590324901
Q6C5T9	YALI0E15224g	COQ7	22.03193	Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis	NaN	NaN	NaN
Q6C5U1	YALI0E15180g	YALI0_E15180g	21.9807	Inositol phosphate metabolism	NaN	NaN	NaN
Q6C5V2	YALI0E14949g	YALI0_E14949g	85.63683	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glyoxylate and dicarboxylate metabolism	0.00147078191762344	0.0007937411289488	0.00165774094013471
Q6C5V8	YALI0E14751g	YALI0_E14751g	56.33047	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	0.000184392873998484	0.000177399430984077	0.000128058062489579
Q6C5W5	YALI0E14597g	YALI0_E14597g	74.09166	Aminoacyl-tRNA biosynthesis	0.00253134912127017	0.0011866368197629	0.00106487957739671
Q6C5X0	YALI0E14443g	YALI0_E14443g	50.3597	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	0.000165051685143198	2.94320396340439e-05	NaN
Q6C5X5	YALI0E14322g	YALI0_E14322g	30.35667	Peroxisome // Peroxisome	9.17387123971231e-05	4.43489643764245e-05	4.51112961542174e-05
Q6C5X6	YALI0E14256g	YALI0_E14256g	40.63588	Carbon metabolism // Glyoxylate and dicarboxylate metabolism	NaN	NaN	NaN
Q6C5X9	YALI0E14190g	YALI0_E14190g	34.65168	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Cysteine and methionine metabolism // Glyoxylate and dicarboxylate metabolism // Pyruvate metabolism	NaN	NaN	NaN
Q6C5Y3	YALI0E14102g	YALI0_E14102g	60.79486	Glycerophospholipid metabolism	NaN	NaN	NaN
Q6C624	YALI0E13123g	YALI0_E13123g	60.46086	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	NaN	0.000174690720739628	0.00021141782344827
Q6C627	YALI0E13057g	YALI0E13057g	45.85049	2-Oxocarboxylic acid metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // 2-Oxocarboxylic acid metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	NaN	NaN	0.0013388751187692
Q6C638	YALI0E12683g	YALI0_E12683g	85.7898	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Selenocompound metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Selenocompound metabolism	0.0112153955163809	0.00451971204324883	0.0124127369134457
Q6C648	YALI0E12463g	YALI0_E12463g	38.12555	Fructose and mannose metabolism // Pentose and glucuronate interconversions // Fructose and mannose metabolism // Pentose and glucuronate interconversions // Pentose and glucuronate interconversions	8.10571655138276e-05	0.000234990822923846	0.000119333308906788
